timestamp,src_ip,method,url,headers,body
2024-01-15 10:30:42,192.168.1.127,POST,/api/revoke,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""sql"":""REVOKE ALL PRIVILEGES FROM 'admin'@'%'""}"
2024-01-15 10:30:43,192.168.1.128,GET,/api/cache,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:30:44,192.168.1.129,POST,/api/truncate,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""table"":""TRUNCATE TABLE users""}"
2024-01-15 10:30:45,192.168.1.130,GET,/api/session,"{""User-Agent"":""Mozilla/5.0"",""Authorization"":""Bearer session""}",
2024-01-15 10:30:46,192.168.1.131,POST,/api/commit,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""transaction"":""COMMIT""}"
2024-01-15 10:30:47,192.168.1.132,GET,/api/cookie,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:30:48,192.168.1.133,POST,/api/rollback,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""transaction"":""ROLLBACK""}"
2024-01-15 10:30:49,192.168.1.134,GET,/api/normal,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:30:50,192.168.1.135,POST,/api/savepoint,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""savepoint"":""SAVEPOINT sp1""}"
2024-01-15 10:30:51,192.168.1.136,GET,/api/legitimate,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:30:52,192.168.1.137,POST,/api/safe,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""data"":""normal_user_data""}"
2024-01-15 10:30:53,192.168.1.138,GET,/api/health,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:30:54,192.168.1.139,POST,/api/status,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""status"":""ok""}"
2024-01-15 10:30:55,192.168.1.140,GET,/api/version,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:30:56,192.168.1.141,POST,/api/ping,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""ping"":""pong""}"
2024-01-15 10:30:57,192.168.1.142,GET,/api/metrics,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:30:58,192.168.1.143,POST,/api/heartbeat,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""heartbeat"":""alive""}"
2024-01-15 10:30:59,192.168.1.144,GET,/api/stats,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:31:00,192.168.1.145,POST,/api/report,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""report"":""system_status""}"
2024-01-15 10:31:01,192.168.1.146,GET,/api/dashboard,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:31:02,192.168.1.147,POST,/api/analytics,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""analytics"":""user_behavior""}"
2024-01-15 10:31:03,192.168.1.148,GET,/api/profile,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:31:04,192.168.1.149,POST,/api/settings,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""settings"":""user_preferences""}"
2024-01-15 10:31:05,192.168.1.150,GET,/api/notifications,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:31:06,192.168.1.151,POST,/api/message,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""message"":""hello_world""}"
2024-01-15 10:31:07,192.168.1.152,GET,/api/feed,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:31:08,192.168.1.153,POST,/api/subscribe,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""subscription"":""newsletter""}"
2024-01-15 10:31:09,192.168.1.154,GET,/api/timeline,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:31:10,192.168.1.155,POST,/api/follow,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""follow"":""user123""}"
2024-01-15 10:31:11,192.168.1.156,GET,/api/posts,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:31:12,192.168.1.157,POST,/api/like,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""like"":""post456""}"
2024-01-15 10:31:13,192.168.1.158,GET,/api/comments,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:31:14,192.168.1.159,POST,/api/share,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""share"":""content789""}"
2024-01-15 10:31:15,192.168.1.160,GET,/api/search,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:31:16,192.168.1.161,POST,/api/filter,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""filter"":""category=tech""}"
2024-01-15 10:31:17,192.168.1.162,GET,/api/sort,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:31:18,192.168.1.163,POST,/api/paginate,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""page"":1,""limit"":10}"
2024-01-15 10:31:19,192.168.1.164,GET,/api/export,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:31:20,192.168.1.165,POST,/api/import,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""import"":""data_file.csv""}"
2024-01-15 10:31:21,192.168.1.166,GET,/api/backup,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:31:22,192.168.1.167,POST,/api/restore,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""restore"":""backup_file.tar""}"
2024-01-15 10:31:23,192.168.1.168,GET,/api/sync,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:31:24,192.168.1.169,POST,/api/validate,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""validate"":""input_data""}"
2024-01-15 10:31:25,192.168.1.170,GET,/api/transform,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:31:26,192.168.1.171,POST,/api/process,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""process"":""batch_job""}"
2024-01-15 10:31:27,192.168.1.172,GET,/api/queue,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:31:28,192.168.1.173,POST,/api/schedule,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""schedule"":""daily_task""}"
2024-01-15 10:31:29,192.168.1.174,GET,/api/monitor,"{""User-Agent"":""Mozilla/5.0"",""Accept"":""application/json""}",
2024-01-15 10:31:30,192.168.1.175,POST,/api/alert,"{""Content-Type"":""application/json"",""User-Agent"":""Mozilla/5.0""}","{""alert"":""system_warning""}"
